{'doc_id': 'APW_ENG_20010424.0039', 'sentence_id': 7, 'h': {'id': 'Q889', 'pos': [16, 17]}, 't': {'id': 'Q188667', 'pos': [33, 35]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0874', 'sentence_id': 27, 'h': {'id': 'Q889', 'pos': [10, 11]}, 't': {'id': 'Q188667', 'pos': [18, 20]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010502.0577', 'sentence_id': 2, 'h': {'id': 'Q889', 'pos': [22, 23]}, 't': {'id': 'Q188667', 'pos': [2, 4]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010503.0669', 'sentence_id': 6, 'h': {'id': 'Q889', 'pos': [7, 8]}, 't': {'id': 'Q188667', 'pos': [12, 14]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010907.1166', 'sentence_id': 15, 'h': {'id': 'Q219', 'pos': [33, 34]}, 't': {'id': 'Q57261', 'pos': [0, 2]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19981021.0326', 'sentence_id': 21, 'h': {'id': 'Q38', 'pos': [14, 15]}, 't': {'id': 'Q1224', 'pos': [26, 29]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19981021.0466', 'sentence_id': 20, 'h': {'id': 'Q38', 'pos': [14, 15]}, 't': {'id': 'Q1224', 'pos': [26, 29]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19981103.0269', 'sentence_id': 1, 'h': {'id': 'Q1033', 'pos': [24, 25]}, 't': {'id': 'Q202006', 'pos': [13, 15]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19990110.0121', 'sentence_id': 5, 'h': {'id': 'Q1033', 'pos': [21, 22]}, 't': {'id': 'Q202006', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19990206.0141', 'sentence_id': 109, 'h': {'id': 'Q1033', 'pos': [10, 11]}, 't': {'id': 'Q202006', 'pos': [25, 27]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19990215.0256', 'sentence_id': 1, 'h': {'id': 'Q1033', 'pos': [3, 4]}, 't': {'id': 'Q202006', 'pos': [7, 9]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19990215.0256', 'sentence_id': 1, 'h': {'id': 'Q1033', 'pos': [3, 4]}, 't': {'id': 'Q202006', 'pos': [7, 9]}, 'relation': 'P35@start'}
{'doc_id': 'NYT_ENG_19990310.0332', 'sentence_id': 27, 'h': {'id': 'Q252', 'pos': [8, 9]}, 't': {'id': 'Q76167', 'pos': [3, 5]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_19950301.0093', 'sentence_id': 16, 'h': {'id': 'Q36', 'pos': [3, 4]}, 't': {'id': 'Q55758', 'pos': [28, 30]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_19950301.0098', 'sentence_id': 27, 'h': {'id': 'Q36', 'pos': [3, 4]}, 't': {'id': 'Q55758', 'pos': [28, 30]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_19950707.0823', 'sentence_id': 19, 'h': {'id': 'Q36', 'pos': [17, 18]}, 't': {'id': 'Q55758', 'pos': [9, 11]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020705.0665', 'sentence_id': 20, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q15029', 'pos': [27, 29]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020712.0630', 'sentence_id': 43, 'h': {'id': 'Q148', 'pos': [2, 3]}, 't': {'id': 'Q15029', 'pos': [6, 8]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020713.0351', 'sentence_id': 22, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q15029', 'pos': [4, 6]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020714.0151', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [4, 5]}, 't': {'id': 'Q15029', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020730.0815', 'sentence_id': 4, 'h': {'id': 'Q148', 'pos': [5, 6]}, 't': {'id': 'Q15029', 'pos': [11, 13]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020827.0084', 'sentence_id': 4, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q15029', 'pos': [13, 15]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20020902.0092', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q15029', 'pos': [17, 19]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20021014.0235', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q15029', 'pos': [26, 28]}, 'relation': 'P35@start'}
{'doc_id': 'AFP_ENG_20021014.0329', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q15029', 'pos': [19, 21]}, 'relation': 'P35@start'}
