{'doc_id': 'APW_ENG_20010927.0764', 'sentence_id': 14, 'h': {'id': 'Q141354', 'pos': [5, 7]}, 't': {'id': 'Q41420', 'pos': [0, 20]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011021.0791', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [7, 9]}, 't': {'id': 'Q41420', 'pos': [10, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011021.0844', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [7, 9]}, 't': {'id': 'Q41420', 'pos': [10, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011021.1097', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [7, 9]}, 't': {'id': 'Q41420', 'pos': [10, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011022.0607', 'sentence_id': 1, 'h': {'id': 'Q141354', 'pos': [14, 16]}, 't': {'id': 'Q41420', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011101.0597', 'sentence_id': 14, 'h': {'id': 'Q141354', 'pos': [5, 7]}, 't': {'id': 'Q41420', 'pos': [0, 25]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.0981', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [175, 177]}, 't': {'id': 'Q7156', 'pos': [156, 158]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.0981', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [175, 177]}, 't': {'id': 'Q7156', 'pos': [156, 158]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.1011', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [175, 177]}, 't': {'id': 'Q7156', 'pos': [156, 158]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.1011', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [175, 177]}, 't': {'id': 'Q7156', 'pos': [156, 158]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.1069', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [164, 166]}, 't': {'id': 'Q7156', 'pos': [145, 147]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011113.1069', 'sentence_id': 4, 'h': {'id': 'Q295410', 'pos': [164, 166]}, 't': {'id': 'Q7156', 'pos': [145, 147]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011201.0817', 'sentence_id': 1, 'h': {'id': 'Q573549', 'pos': [1, 3]}, 't': {'id': 'Q134241', 'pos': [8, 9]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_20011201.0824', 'sentence_id': 1, 'h': {'id': 'Q573549', 'pos': [0, 2]}, 't': {'id': 'Q134241', 'pos': [11, 12]}, 'relation': 'P54@start'}
{'doc_id': 'APW_ENG_19941121.0490', 'sentence_id': 1, 'h': {'id': 'Q17515', 'pos': [0, 2]}, 't': {'id': 'Q170703', 'pos': [24, 26]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20021117.0295', 'sentence_id': 3, 'h': {'id': 'Q2127359', 'pos': [13, 15]}, 't': {'id': 'Q663400', 'pos': [0, 13]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20021117.0295', 'sentence_id': 3, 'h': {'id': 'Q2127359', 'pos': [13, 15]}, 't': {'id': 'Q663400', 'pos': [0, 13]}, 'relation': 'P54@start'}
{'doc_id': 'AFP_ENG_20021117.0468', 'sentence_id': 16, 'h': {'id': 'Q1653250', 'pos': [11, 13]}, 't': {'id': 'Q238593', 'pos': [8, 10]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 6, 'h': {'id': 'Q166207', 'pos': [17, 19]}, 't': {'id': 'Q419974', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 8, 'h': {'id': 'Q434536', 'pos': [16, 18]}, 't': {'id': 'Q7013856', 'pos': [0, 3]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 8, 'h': {'id': 'Q3310934', 'pos': [20, 22]}, 't': {'id': 'Q7013856', 'pos': [0, 3]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 10, 'h': {'id': 'Q3291669', 'pos': [20, 22]}, 't': {'id': 'Q16847600', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 10, 'h': {'id': 'Q452740', 'pos': [24, 26]}, 't': {'id': 'Q16847600', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 10, 'h': {'id': 'Q9675', 'pos': [29, 31]}, 't': {'id': 'Q16847600', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 11, 'h': {'id': 'Q437398', 'pos': [19, 21]}, 't': {'id': 'Q2219436', 'pos': [0, 3]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 11, 'h': {'id': 'Q437447', 'pos': [23, 25]}, 't': {'id': 'Q2219436', 'pos': [0, 3]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001103.0261', 'sentence_id': 12, 'h': {'id': 'Q435693', 'pos': [15, 16]}, 't': {'id': 'Q2151803', 'pos': [0, 2]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001105.0123', 'sentence_id': 4, 'h': {'id': 'Q185081', 'pos': [41, 43]}, 't': {'id': 'Q631', 'pos': [0, 20]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001106.0241', 'sentence_id': 5, 'h': {'id': 'Q185081', 'pos': [47, 49]}, 't': {'id': 'Q631', 'pos': [22, 24]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001130.0282', 'sentence_id': 5, 'h': {'id': 'Q3310934', 'pos': [15, 17]}, 't': {'id': 'Q7013856', 'pos': [25, 28]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001130.0282', 'sentence_id': 6, 'h': {'id': 'Q452740', 'pos': [17, 19]}, 't': {'id': 'Q16847600', 'pos': [26, 28]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001130.0282', 'sentence_id': 6, 'h': {'id': 'Q9675', 'pos': [22, 24]}, 't': {'id': 'Q16847600', 'pos': [26, 28]}, 'relation': 'P54@start'}
{'doc_id': 'XIN_ENG_20001130.0282', 'sentence_id': 7, 'h': {'id': 'Q435693', 'pos': [18, 19]}, 't': {'id': 'Q2151803', 'pos': [13, 15]}, 'relation': 'P54@start'}
