{'doc_id': 'APW_ENG_20010925.1513', 'sentence_id': 19, 'h': {'id': 'Q722219', 'pos': [8, 11]}, 't': {'id': 'Q134241', 'pos': [0, 1]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.0229', 'sentence_id': 12, 'h': {'id': 'Q2535778', 'pos': [22, 24]}, 't': {'id': 'Q630279', 'pos': [24, 26]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.0620', 'sentence_id': 11, 'h': {'id': 'Q311095', 'pos': [16, 18]}, 't': {'id': 'Q128446', 'pos': [0, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.0620', 'sentence_id': 11, 'h': {'id': 'Q311095', 'pos': [16, 18]}, 't': {'id': 'Q128446', 'pos': [0, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.0699', 'sentence_id': 11, 'h': {'id': 'Q311095', 'pos': [16, 18]}, 't': {'id': 'Q128446', 'pos': [0, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.0699', 'sentence_id': 11, 'h': {'id': 'Q311095', 'pos': [16, 18]}, 't': {'id': 'Q128446', 'pos': [0, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010927.1574', 'sentence_id': 19, 'h': {'id': 'Q483577', 'pos': [11, 12]}, 't': {'id': 'Q7156', 'pos': [0, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010929.0530', 'sentence_id': 4, 'h': {'id': 'Q332645', 'pos': [0, 2]}, 't': {'id': 'Q7156', 'pos': [10, 12]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010929.0530', 'sentence_id': 15, 'h': {'id': 'Q332645', 'pos': [8, 10]}, 't': {'id': 'Q7156', 'pos': [0, 12]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010930.0439', 'sentence_id': 3, 'h': {'id': 'Q203657', 'pos': [3, 6]}, 't': {'id': 'Q134241', 'pos': [0, 1]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20010930.0450', 'sentence_id': 3, 'h': {'id': 'Q203657', 'pos': [3, 6]}, 't': {'id': 'Q134241', 'pos': [0, 1]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011002.0167', 'sentence_id': 1, 'h': {'id': 'Q483577', 'pos': [2, 3]}, 't': {'id': 'Q7156', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011002.0192', 'sentence_id': 1, 'h': {'id': 'Q483577', 'pos': [2, 3]}, 't': {'id': 'Q7156', 'pos': [14, 16]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011007.1173', 'sentence_id': 13, 'h': {'id': 'Q483577', 'pos': [4, 5]}, 't': {'id': 'Q7156', 'pos': [1, 3]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011007.1211', 'sentence_id': 13, 'h': {'id': 'Q483577', 'pos': [4, 5]}, 't': {'id': 'Q7156', 'pos': [1, 3]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011010.1543', 'sentence_id': 1, 'h': {'id': 'Q483577', 'pos': [9, 10]}, 't': {'id': 'Q7156', 'pos': [15, 17]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011010.1652', 'sentence_id': 18, 'h': {'id': 'Q483577', 'pos': [9, 10]}, 't': {'id': 'Q7156', 'pos': [15, 17]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011010.1652', 'sentence_id': 36, 'h': {'id': 'Q203657', 'pos': [9, 12]}, 't': {'id': 'Q134241', 'pos': [13, 14]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011017.0768', 'sentence_id': 8, 'h': {'id': 'Q1187018', 'pos': [7, 9]}, 't': {'id': 'Q823384', 'pos': [0, 2]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011017.1450', 'sentence_id': 2, 'h': {'id': 'Q334341', 'pos': [32, 34]}, 't': {'id': 'Q134241', 'pos': [19, 20]}, 'relation': 'P54@end'}
{'doc_id': 'APW_ENG_20011017.1464', 'sentence_id': 2, 'h': {'id': 'Q334341', 'pos': [32, 34]}, 't': {'id': 'Q134241', 'pos': [19, 20]}, 'relation': 'P54@end'}
