{'doc_id': 'APW_ENG_20010522.0038', 'sentence_id': 1, 'h': {'id': 'Q185107', 'pos': [3, 5]}, 't': {'id': 'Q270002', 'pos': [10, 12]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010522.0038', 'sentence_id': 1, 'h': {'id': 'Q270002', 'pos': [10, 12]}, 't': {'id': 'Q185107', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0612', 'sentence_id': 1, 'h': {'id': 'Q185107', 'pos': [3, 5]}, 't': {'id': 'Q270002', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0612', 'sentence_id': 1, 'h': {'id': 'Q270002', 'pos': [9, 11]}, 't': {'id': 'Q185107', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0626', 'sentence_id': 1, 'h': {'id': 'Q185107', 'pos': [3, 5]}, 't': {'id': 'Q270002', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0626', 'sentence_id': 1, 'h': {'id': 'Q270002', 'pos': [9, 11]}, 't': {'id': 'Q185107', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0721', 'sentence_id': 1, 'h': {'id': 'Q185107', 'pos': [3, 5]}, 't': {'id': 'Q270002', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010526.0721', 'sentence_id': 1, 'h': {'id': 'Q270002', 'pos': [9, 11]}, 't': {'id': 'Q185107', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010710.0948', 'sentence_id': 2, 'h': {'id': 'Q676094', 'pos': [3, 5]}, 't': {'id': 'Q315826', 'pos': [11, 13]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011022.1527', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [2, 4]}, 't': {'id': 'Q11662', 'pos': [5, 7]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011022.1527', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [5, 7]}, 't': {'id': 'Q7407', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011023.0194', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [2, 4]}, 't': {'id': 'Q11662', 'pos': [5, 7]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011023.0194', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [5, 7]}, 't': {'id': 'Q7407', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0478', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [3, 5]}, 't': {'id': 'Q7407', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0478', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [17, 19]}, 't': {'id': 'Q11662', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0501', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [3, 5]}, 't': {'id': 'Q7407', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0501', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [17, 19]}, 't': {'id': 'Q11662', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0565', 'sentence_id': 4, 'h': {'id': 'Q7407', 'pos': [20, 22]}, 't': {'id': 'Q11662', 'pos': [34, 36]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0565', 'sentence_id': 4, 'h': {'id': 'Q11662', 'pos': [34, 36]}, 't': {'id': 'Q7407', 'pos': [20, 22]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0572', 'sentence_id': 4, 'h': {'id': 'Q7407', 'pos': [20, 22]}, 't': {'id': 'Q11662', 'pos': [34, 36]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0572', 'sentence_id': 4, 'h': {'id': 'Q11662', 'pos': [34, 36]}, 't': {'id': 'Q7407', 'pos': [20, 22]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0639', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [3, 5]}, 't': {'id': 'Q7407', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0639', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [17, 19]}, 't': {'id': 'Q11662', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0649', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [3, 5]}, 't': {'id': 'Q7407', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011027.0649', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [17, 19]}, 't': {'id': 'Q11662', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011207.1002', 'sentence_id': 1, 'h': {'id': 'Q228645', 'pos': [2, 4]}, 't': {'id': 'Q388732', 'pos': [8, 10]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011208.0066', 'sentence_id': 51, 'h': {'id': 'Q228645', 'pos': [3, 5]}, 't': {'id': 'Q388732', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011210.0390', 'sentence_id': 1, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [18, 20]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011210.0408', 'sentence_id': 1, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [18, 20]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011210.1209', 'sentence_id': 1, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [18, 20]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011210.1265', 'sentence_id': 28, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [18, 20]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011211.0074', 'sentence_id': 28, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [18, 20]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011213.1592', 'sentence_id': 32, 'h': {'id': 'Q228645', 'pos': [5, 7]}, 't': {'id': 'Q388732', 'pos': [10, 12]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19981118.0017', 'sentence_id': 79, 'h': {'id': 'Q201608', 'pos': [14, 16]}, 't': {'id': 'Q185122', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19981122.0152', 'sentence_id': 32, 'h': {'id': 'Q201608', 'pos': [14, 16]}, 't': {'id': 'Q185122', 'pos': [19, 21]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19981124.0484', 'sentence_id': 18, 'h': {'id': 'Q201608', 'pos': [17, 19]}, 't': {'id': 'Q185122', 'pos': [22, 24]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19961230.0097', 'sentence_id': 1, 'h': {'id': 'Q193635', 'pos': [9, 11]}, 't': {'id': 'Q494466', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19961230.0097', 'sentence_id': 1, 'h': {'id': 'Q494466', 'pos': [15, 17]}, 't': {'id': 'Q193635', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970103.0056', 'sentence_id': 6, 'h': {'id': 'Q193635', 'pos': [4, 6]}, 't': {'id': 'Q494466', 'pos': [10, 12]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970103.0056', 'sentence_id': 6, 'h': {'id': 'Q494466', 'pos': [10, 12]}, 't': {'id': 'Q193635', 'pos': [4, 6]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970425.0038', 'sentence_id': 1, 'h': {'id': 'Q189400', 'pos': [6, 8]}, 't': {'id': 'Q7407', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970425.0038', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [9, 11]}, 't': {'id': 'Q189400', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970425.0043', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [2, 4]}, 't': {'id': 'Q189400', 'pos': [22, 24]}, 'relation': 'P26@start'}
{'doc_id': 'LTW_ENG_19970425.0043', 'sentence_id': 1, 'h': {'id': 'Q189400', 'pos': [22, 24]}, 't': {'id': 'Q7407', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19941220.0335', 'sentence_id': 1, 'h': {'id': 'Q229749', 'pos': [6, 8]}, 't': {'id': 'Q295153', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19941220.0335', 'sentence_id': 1, 'h': {'id': 'Q295153', 'pos': [9, 11]}, 't': {'id': 'Q229749', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19950221.0428', 'sentence_id': 2, 'h': {'id': 'Q83325', 'pos': [2, 4]}, 't': {'id': 'Q331748', 'pos': [21, 23]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19950221.0428', 'sentence_id': 2, 'h': {'id': 'Q331748', 'pos': [21, 23]}, 't': {'id': 'Q83325', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020606.0085', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [16, 18]}, 't': {'id': 'Q266568', 'pos': [29, 31]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020606.0085', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [29, 31]}, 't': {'id': 'Q2599', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020606.0414', 'sentence_id': 3, 'h': {'id': 'Q2599', 'pos': [15, 17]}, 't': {'id': 'Q266568', 'pos': [23, 25]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020606.0414', 'sentence_id': 3, 'h': {'id': 'Q266568', 'pos': [23, 25]}, 't': {'id': 'Q2599', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020608.0200', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [24, 26]}, 't': {'id': 'Q266568', 'pos': [29, 31]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020608.0200', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [29, 31]}, 't': {'id': 'Q2599', 'pos': [24, 26]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020608.0242', 'sentence_id': 2, 'h': {'id': 'Q2599', 'pos': [32, 34]}, 't': {'id': 'Q266568', 'pos': [37, 39]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020608.0242', 'sentence_id': 2, 'h': {'id': 'Q266568', 'pos': [37, 39]}, 't': {'id': 'Q2599', 'pos': [32, 34]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020609.0501', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [2, 4]}, 't': {'id': 'Q266568', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020609.0501', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [7, 9]}, 't': {'id': 'Q2599', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0387', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [9, 11]}, 't': {'id': 'Q266568', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0387', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [16, 18]}, 't': {'id': 'Q2599', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0388', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [0, 2]}, 't': {'id': 'Q2599', 'pos': [10, 12]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0388', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [10, 12]}, 't': {'id': 'Q266568', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0565', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [2, 4]}, 't': {'id': 'Q266568', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020610.0565', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [9, 11]}, 't': {'id': 'Q2599', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020611.0134', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [9, 11]}, 't': {'id': 'Q266568', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020611.0134', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [17, 19]}, 't': {'id': 'Q2599', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020611.0379', 'sentence_id': 3, 'h': {'id': 'Q2599', 'pos': [9, 11]}, 't': {'id': 'Q266568', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020611.0379', 'sentence_id': 3, 'h': {'id': 'Q266568', 'pos': [17, 19]}, 't': {'id': 'Q2599', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'AFP_ENG_20020617.0674', 'sentence_id': 1, 'h': {'id': 'Q206833', 'pos': [24, 26]}, 't': {'id': 'Q103939', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19980215.0900', 'sentence_id': 19, 'h': {'id': 'Q7181736', 'pos': [11, 13]}, 't': {'id': 'Q62975', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19980215.0908', 'sentence_id': 19, 'h': {'id': 'Q7181736', 'pos': [11, 13]}, 't': {'id': 'Q62975', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19980502.0757', 'sentence_id': 1, 'h': {'id': 'Q125017', 'pos': [2, 4]}, 't': {'id': 'Q484615', 'pos': [5, 7]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19980502.0769', 'sentence_id': 1, 'h': {'id': 'Q125017', 'pos': [2, 4]}, 't': {'id': 'Q484615', 'pos': [5, 7]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19951007.0052', 'sentence_id': 1, 'h': {'id': 'Q108935', 'pos': [13, 15]}, 't': {'id': 'Q381203', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19951007.0052', 'sentence_id': 1, 'h': {'id': 'Q381203', 'pos': [16, 18]}, 't': {'id': 'Q108935', 'pos': [13, 15]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19951231.0252', 'sentence_id': 3, 'h': {'id': 'Q176455', 'pos': [16, 18]}, 't': {'id': 'Q41548', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19960428.0950', 'sentence_id': 7, 'h': {'id': 'Q44221', 'pos': [4, 6]}, 't': {'id': 'Q272972', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19960514.0558', 'sentence_id': 1, 'h': {'id': 'Q41548', 'pos': [9, 11]}, 't': {'id': 'Q176455', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19960515.0973', 'sentence_id': 1, 'h': {'id': 'Q41548', 'pos': [9, 11]}, 't': {'id': 'Q176455', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19960515.1231', 'sentence_id': 1, 'h': {'id': 'Q41548', 'pos': [3, 5]}, 't': {'id': 'Q176455', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981117.1312', 'sentence_id': 1, 'h': {'id': 'Q201608', 'pos': [0, 2]}, 't': {'id': 'Q185122', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0668', 'sentence_id': 1, 'h': {'id': 'Q202765', 'pos': [0, 2]}, 't': {'id': 'Q6807424', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0668', 'sentence_id': 1, 'h': {'id': 'Q6807424', 'pos': [15, 17]}, 't': {'id': 'Q202765', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0701', 'sentence_id': 1, 'h': {'id': 'Q202765', 'pos': [0, 2]}, 't': {'id': 'Q6807424', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0701', 'sentence_id': 1, 'h': {'id': 'Q6807424', 'pos': [15, 17]}, 't': {'id': 'Q202765', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0921', 'sentence_id': 1, 'h': {'id': 'Q202765', 'pos': [0, 2]}, 't': {'id': 'Q6807424', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0921', 'sentence_id': 1, 'h': {'id': 'Q6807424', 'pos': [15, 17]}, 't': {'id': 'Q202765', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0939', 'sentence_id': 1, 'h': {'id': 'Q202765', 'pos': [0, 2]}, 't': {'id': 'Q6807424', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981122.0939', 'sentence_id': 1, 'h': {'id': 'Q6807424', 'pos': [15, 17]}, 't': {'id': 'Q202765', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981123.1458', 'sentence_id': 1, 'h': {'id': 'Q201608', 'pos': [3, 5]}, 't': {'id': 'Q185122', 'pos': [20, 22]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19981124.0485', 'sentence_id': 1, 'h': {'id': 'Q201608', 'pos': [0, 2]}, 't': {'id': 'Q185122', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.0645', 'sentence_id': 30, 'h': {'id': 'Q309859', 'pos': [0, 2]}, 't': {'id': 'Q82020', 'pos': [20, 22]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.0645', 'sentence_id': 30, 'h': {'id': 'Q82020', 'pos': [20, 22]}, 't': {'id': 'Q309859', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.1486', 'sentence_id': 40, 'h': {'id': 'Q309859', 'pos': [1, 3]}, 't': {'id': 'Q82020', 'pos': [21, 23]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.1486', 'sentence_id': 40, 'h': {'id': 'Q82020', 'pos': [21, 23]}, 't': {'id': 'Q309859', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.1501', 'sentence_id': 40, 'h': {'id': 'Q309859', 'pos': [1, 3]}, 't': {'id': 'Q82020', 'pos': [21, 23]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990701.1501', 'sentence_id': 40, 'h': {'id': 'Q82020', 'pos': [21, 23]}, 't': {'id': 'Q309859', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990720.1345', 'sentence_id': 12, 'h': {'id': 'Q170574', 'pos': [4, 6]}, 't': {'id': 'Q202056', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19990720.1365', 'sentence_id': 12, 'h': {'id': 'Q170574', 'pos': [4, 6]}, 't': {'id': 'Q202056', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020109.1424', 'sentence_id': 34, 'h': {'id': 'Q103939', 'pos': [10, 12]}, 't': {'id': 'Q206833', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020110.0149', 'sentence_id': 1, 'h': {'id': 'Q432743', 'pos': [4, 6]}, 't': {'id': 'Q483379', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020315.1309', 'sentence_id': 2, 'h': {'id': 'Q14441', 'pos': [12, 14]}, 't': {'id': 'Q10264401', 'pos': [28, 30]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020315.1309', 'sentence_id': 2, 'h': {'id': 'Q10264401', 'pos': [28, 30]}, 't': {'id': 'Q14441', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020316.0908', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [2, 4]}, 't': {'id': 'Q10264401', 'pos': [21, 23]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020316.0908', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [21, 23]}, 't': {'id': 'Q14441', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020318.1429', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [0, 2]}, 't': {'id': 'Q10264401', 'pos': [4, 6]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020318.1429', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [4, 6]}, 't': {'id': 'Q14441', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0467', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [8, 10]}, 't': {'id': 'Q10264401', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0467', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [16, 18]}, 't': {'id': 'Q14441', 'pos': [8, 10]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0472', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [8, 10]}, 't': {'id': 'Q10264401', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0472', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [16, 18]}, 't': {'id': 'Q14441', 'pos': [8, 10]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0586', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [8, 10]}, 't': {'id': 'Q10264401', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020322.0586', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [16, 18]}, 't': {'id': 'Q14441', 'pos': [8, 10]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020522.1669', 'sentence_id': 1, 'h': {'id': 'Q76717', 'pos': [1, 3]}, 't': {'id': 'Q2593', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020522.1745', 'sentence_id': 1, 'h': {'id': 'Q76717', 'pos': [1, 3]}, 't': {'id': 'Q2593', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020525.0736', 'sentence_id': 1, 'h': {'id': 'Q76717', 'pos': [2, 4]}, 't': {'id': 'Q2593', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020525.0767', 'sentence_id': 1, 'h': {'id': 'Q76717', 'pos': [2, 4]}, 't': {'id': 'Q2593', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020525.0881', 'sentence_id': 1, 'h': {'id': 'Q76717', 'pos': [2, 4]}, 't': {'id': 'Q2593', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020526.0608', 'sentence_id': 2, 'h': {'id': 'Q76717', 'pos': [7, 9]}, 't': {'id': 'Q2593', 'pos': [16, 18]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020606.1194', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [17, 19]}, 't': {'id': 'Q266568', 'pos': [22, 24]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020606.1194', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [22, 24]}, 't': {'id': 'Q2599', 'pos': [17, 19]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020606.1793', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [17, 19]}, 't': {'id': 'Q266568', 'pos': [22, 24]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20020606.1793', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [22, 24]}, 't': {'id': 'Q2599', 'pos': [17, 19]}, 'relation': 'P26@start'}
