{'doc_id': 'APW_ENG_20010417.0681', 'sentence_id': 23, 'h': {'id': 'Q252', 'pos': [16, 17]}, 't': {'id': 'Q76179', 'pos': [12, 14]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0149', 'sentence_id': 4, 'h': {'id': 'Q252', 'pos': [18, 19]}, 't': {'id': 'Q76179', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0189', 'sentence_id': 5, 'h': {'id': 'Q252', 'pos': [18, 19]}, 't': {'id': 'Q76179', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0256', 'sentence_id': 18, 'h': {'id': 'Q252', 'pos': [18, 19]}, 't': {'id': 'Q76179', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0377', 'sentence_id': 18, 'h': {'id': 'Q252', 'pos': [18, 19]}, 't': {'id': 'Q76179', 'pos': [8, 10]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0380', 'sentence_id': 8, 'h': {'id': 'Q252', 'pos': [31, 32]}, 't': {'id': 'Q76179', 'pos': [19, 21]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0452', 'sentence_id': 4, 'h': {'id': 'Q252', 'pos': [31, 32]}, 't': {'id': 'Q76179', 'pos': [19, 21]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010430.0468', 'sentence_id': 4, 'h': {'id': 'Q252', 'pos': [31, 32]}, 't': {'id': 'Q76179', 'pos': [19, 21]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010501.0822', 'sentence_id': 9, 'h': {'id': 'Q252', 'pos': [27, 28]}, 't': {'id': 'Q76179', 'pos': [14, 16]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010520.0246', 'sentence_id': 2, 'h': {'id': 'Q252', 'pos': [11, 12]}, 't': {'id': 'Q76179', 'pos': [6, 8]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010520.0365', 'sentence_id': 2, 'h': {'id': 'Q252', 'pos': [11, 12]}, 't': {'id': 'Q76179', 'pos': [6, 8]}, 'relation': 'P35@start'}
{'doc_id': 'APW_ENG_20010520.0366', 'sentence_id': 2, 'h': {'id': 'Q252', 'pos': [11, 12]}, 't': {'id': 'Q76179', 'pos': [6, 8]}, 'relation': 'P35@start'}
