{'doc_id': 'APW_ENG_20010712.1479', 'sentence_id': 1, 'h': {'id': 'Q7407', 'pos': [2, 4]}, 't': {'id': 'Q11662', 'pos': [5, 7]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010712.1479', 'sentence_id': 1, 'h': {'id': 'Q11662', 'pos': [5, 7]}, 't': {'id': 'Q7407', 'pos': [2, 4]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010812.0916', 'sentence_id': 57, 'h': {'id': 'Q228645', 'pos': [12, 14]}, 't': {'id': 'Q388732', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011112.1096', 'sentence_id': 10, 'h': {'id': 'Q2599', 'pos': [9, 11]}, 't': {'id': 'Q266568', 'pos': [13, 15]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011112.1096', 'sentence_id': 10, 'h': {'id': 'Q266568', 'pos': [13, 15]}, 't': {'id': 'Q2599', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011219.1588', 'sentence_id': 1, 'h': {'id': 'Q266568', 'pos': [0, 2]}, 't': {'id': 'Q2599', 'pos': [7, 9]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20011219.1588', 'sentence_id': 1, 'h': {'id': 'Q2599', 'pos': [7, 9]}, 't': {'id': 'Q266568', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19990314.0182', 'sentence_id': 30, 'h': {'id': 'Q380802', 'pos': [3, 5]}, 't': {'id': 'Q202801', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960507.0840', 'sentence_id': 34, 'h': {'id': 'Q28755', 'pos': [50, 52]}, 't': {'id': 'Q170530', 'pos': [53, 56]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960507.0840', 'sentence_id': 34, 'h': {'id': 'Q170530', 'pos': [53, 56]}, 't': {'id': 'Q28755', 'pos': [50, 52]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960508.0140', 'sentence_id': 34, 'h': {'id': 'Q28755', 'pos': [50, 52]}, 't': {'id': 'Q170530', 'pos': [53, 56]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960508.0140', 'sentence_id': 34, 'h': {'id': 'Q170530', 'pos': [53, 56]}, 't': {'id': 'Q28755', 'pos': [50, 52]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960628.0548', 'sentence_id': 37, 'h': {'id': 'Q7407', 'pos': [6, 8]}, 't': {'id': 'Q189400', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960628.0548', 'sentence_id': 37, 'h': {'id': 'Q189400', 'pos': [9, 11]}, 't': {'id': 'Q7407', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960701.0588', 'sentence_id': 49, 'h': {'id': 'Q216708', 'pos': [6, 8]}, 't': {'id': 'Q229920', 'pos': [25, 27]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960701.0588', 'sentence_id': 49, 'h': {'id': 'Q229920', 'pos': [25, 27]}, 't': {'id': 'Q216708', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960702.0139', 'sentence_id': 50, 'h': {'id': 'Q216708', 'pos': [6, 8]}, 't': {'id': 'Q229920', 'pos': [25, 27]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960702.0139', 'sentence_id': 50, 'h': {'id': 'Q229920', 'pos': [25, 27]}, 't': {'id': 'Q216708', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960702.0462', 'sentence_id': 40, 'h': {'id': 'Q6763732', 'pos': [7, 9]}, 't': {'id': 'Q6162311', 'pos': [20, 22]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_19960702.0462', 'sentence_id': 40, 'h': {'id': 'Q6162311', 'pos': [20, 22]}, 't': {'id': 'Q6763732', 'pos': [7, 9]}, 'relation': 'P26@start'}
