{'doc_id': 'APW_ENG_20011006.0400', 'sentence_id': 3, 'h': {'id': 'Q903822', 'pos': [14, 17]}, 't': {'id': 'Q22368', 'pos': [12, 14]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011007.0190', 'sentence_id': 13, 'h': {'id': 'Q903822', 'pos': [23, 26]}, 't': {'id': 'Q22368', 'pos': [21, 23]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011007.0219', 'sentence_id': 13, 'h': {'id': 'Q903822', 'pos': [23, 26]}, 't': {'id': 'Q22368', 'pos': [21, 23]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011127.1492', 'sentence_id': 22, 'h': {'id': 'Q903822', 'pos': [4, 7]}, 't': {'id': 'Q22368', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011128.0449', 'sentence_id': 22, 'h': {'id': 'Q903822', 'pos': [4, 7]}, 't': {'id': 'Q22368', 'pos': [2, 4]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011201.0552', 'sentence_id': 2, 'h': {'id': 'Q903822', 'pos': [8, 11]}, 't': {'id': 'Q22368', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011202.0011', 'sentence_id': 3, 'h': {'id': 'Q903822', 'pos': [11, 14]}, 't': {'id': 'Q22368', 'pos': [1, 3]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011203.0087', 'sentence_id': 2, 'h': {'id': 'Q903822', 'pos': [15, 18]}, 't': {'id': 'Q22368', 'pos': [13, 15]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011203.0238', 'sentence_id': 11, 'h': {'id': 'Q903822', 'pos': [11, 14]}, 't': {'id': 'Q22368', 'pos': [9, 11]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011206.1147', 'sentence_id': 11, 'h': {'id': 'Q903822', 'pos': [8, 11]}, 't': {'id': 'Q22368', 'pos': [5, 7]}, 'relation': 'P488@start'}
{'doc_id': 'APW_ENG_20011206.1179', 'sentence_id': 12, 'h': {'id': 'Q903822', 'pos': [8, 11]}, 't': {'id': 'Q22368', 'pos': [5, 7]}, 'relation': 'P488@start'}
{'doc_id': 'NYT_ENG_19990108.0162', 'sentence_id': 46, 'h': {'id': 'Q187009', 'pos': [8, 9]}, 't': {'id': 'Q60206', 'pos': [0, 2]}, 'relation': 'P488@start'}
{'doc_id': 'AFP_ENG_20020622.0337', 'sentence_id': 6, 'h': {'id': 'Q154797', 'pos': [1, 2]}, 't': {'id': 'Q62703', 'pos': [3, 5]}, 'relation': 'P488@start'}
{'doc_id': 'LTW_ENG_19941130.0009', 'sentence_id': 39, 'h': {'id': 'Q7825', 'pos': [10, 13]}, 't': {'id': 'Q956652', 'pos': [19, 21]}, 'relation': 'P488@start'}
