{'doc_id': 'APW_ENG_20010404.0911', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010404.0911', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010404.0911', 'sentence_id': 15, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q7825', 'pos': [19, 23]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.0002', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [6, 7]}, 't': {'id': 'Q7825', 'pos': [11, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.0045', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [6, 7]}, 't': {'id': 'Q7825', 'pos': [11, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.0607', 'sentence_id': 20, 'h': {'id': 'Q148', 'pos': [6, 7]}, 't': {'id': 'Q7825', 'pos': [11, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.0787', 'sentence_id': 22, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.0963', 'sentence_id': 24, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.1003', 'sentence_id': 26, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.1051', 'sentence_id': 26, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.1071', 'sentence_id': 28, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.1086', 'sentence_id': 32, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010405.1122', 'sentence_id': 30, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010406.0044', 'sentence_id': 33, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010406.0120', 'sentence_id': 32, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010406.0192', 'sentence_id': 35, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0838', 'sentence_id': 37, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0893', 'sentence_id': 34, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0915', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0915', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0933', 'sentence_id': 36, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0966', 'sentence_id': 38, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0985', 'sentence_id': 12, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.0985', 'sentence_id': 12, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.1038', 'sentence_id': 14, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010411.1038', 'sentence_id': 14, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0032', 'sentence_id': 31, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0146', 'sentence_id': 47, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0197', 'sentence_id': 49, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0199', 'sentence_id': 48, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0206', 'sentence_id': 55, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0235', 'sentence_id': 58, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0252', 'sentence_id': 58, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0271', 'sentence_id': 54, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0304', 'sentence_id': 54, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0354', 'sentence_id': 43, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0387', 'sentence_id': 44, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0425', 'sentence_id': 43, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0637', 'sentence_id': 41, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0645', 'sentence_id': 43, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010412.0649', 'sentence_id': 49, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010414.0430', 'sentence_id': 44, 'h': {'id': 'Q148', 'pos': [4, 5]}, 't': {'id': 'Q7825', 'pos': [13, 17]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010415.0347', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010415.0347', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010415.0353', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010415.0353', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [17, 18]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010416.0150', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [18, 19]}, 't': {'id': 'Q7825', 'pos': [29, 33]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010502.0814', 'sentence_id': 119, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010502.0814', 'sentence_id': 119, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010502.0814', 'sentence_id': 119, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010504.1047', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [17, 21]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010510.0407', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010510.0770', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010515.0993', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [29, 33]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010529.0997', 'sentence_id': 8, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010529.1002', 'sentence_id': 8, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010529.1124', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010531.0519', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [12, 16]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010601.0969', 'sentence_id': 13, 'h': {'id': 'Q148', 'pos': [10, 11]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010605.0435', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [22, 23]}, 't': {'id': 'Q7825', 'pos': [17, 21]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010606.1037', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010606.1061', 'sentence_id': 10, 'h': {'id': 'Q148', 'pos': [5, 6]}, 't': {'id': 'Q7825', 'pos': [17, 21]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010609.0391', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [21, 25]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010609.0498', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [2, 3]}, 't': {'id': 'Q7825', 'pos': [5, 9]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010609.0529', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [21, 25]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010611.0560', 'sentence_id': 5, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [23, 27]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010611.0754', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [20, 21]}, 't': {'id': 'Q7825', 'pos': [24, 28]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010612.0418', 'sentence_id': 83, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [23, 27]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010614.1432', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [30, 34]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010614.1432', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [11, 12]}, 't': {'id': 'Q7825', 'pos': [30, 34]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010615.0970', 'sentence_id': 15, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [21, 25]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010619.1359', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [32, 36]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010619.1359', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [32, 36]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010620.0311', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [32, 36]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010620.0311', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [32, 36]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010621.0950', 'sentence_id': 11, 'h': {'id': 'Q148', 'pos': [23, 24]}, 't': {'id': 'Q7825', 'pos': [12, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010622.0281', 'sentence_id': 7, 'h': {'id': 'Q148', 'pos': [23, 24]}, 't': {'id': 'Q7825', 'pos': [12, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010625.1054', 'sentence_id': 26, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q7825', 'pos': [25, 29]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010625.1193', 'sentence_id': 27, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q7825', 'pos': [25, 29]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010626.0247', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [44, 48]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010626.0247', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [44, 48]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010703.1142', 'sentence_id': 21, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010704.0040', 'sentence_id': 25, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [27, 31]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010704.0831', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [13, 14]}, 't': {'id': 'Q7825', 'pos': [9, 13]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010704.1104', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [13, 14]}, 't': {'id': 'Q7825', 'pos': [9, 13]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010706.0249', 'sentence_id': 19, 'h': {'id': 'Q148', 'pos': [35, 36]}, 't': {'id': 'Q7825', 'pos': [37, 41]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010706.0261', 'sentence_id': 19, 'h': {'id': 'Q148', 'pos': [35, 36]}, 't': {'id': 'Q7825', 'pos': [37, 41]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010706.0682', 'sentence_id': 21, 'h': {'id': 'Q148', 'pos': [35, 36]}, 't': {'id': 'Q7825', 'pos': [37, 41]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010710.1123', 'sentence_id': 16, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010710.1123', 'sentence_id': 16, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010710.1320', 'sentence_id': 18, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010710.1320', 'sentence_id': 18, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010711.1372', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010711.1372', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010712.1198', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [24, 25]}, 't': {'id': 'Q7825', 'pos': [11, 15]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010713.1201', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [3, 4]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010719.1613', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [16, 17]}, 't': {'id': 'Q7825', 'pos': [35, 39]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010719.1613', 'sentence_id': 3, 'h': {'id': 'Q148', 'pos': [16, 17]}, 't': {'id': 'Q7825', 'pos': [35, 39]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20010721.0061', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [19, 23]}, 'relation': 'P463@start'}
