{'doc_id': 'APW_ENG_20010924.0102', 'sentence_id': 29, 'h': {'id': 'Q7407', 'pos': [0, 2]}, 't': {'id': 'Q11662', 'pos': [3, 5]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_20010924.0102', 'sentence_id': 29, 'h': {'id': 'Q11662', 'pos': [3, 5]}, 't': {'id': 'Q7407', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20010925.0323', 'sentence_id': 29, 'h': {'id': 'Q7407', 'pos': [1, 3]}, 't': {'id': 'Q11662', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20010925.0323', 'sentence_id': 29, 'h': {'id': 'Q11662', 'pos': [6, 8]}, 't': {'id': 'Q7407', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20010925.0345', 'sentence_id': 29, 'h': {'id': 'Q7407', 'pos': [1, 3]}, 't': {'id': 'Q11662', 'pos': [6, 8]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20010925.0345', 'sentence_id': 29, 'h': {'id': 'Q11662', 'pos': [6, 8]}, 't': {'id': 'Q7407', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011211.0108', 'sentence_id': 30, 'h': {'id': 'Q73362', 'pos': [0, 2]}, 't': {'id': 'Q81131', 'pos': [4, 6]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011211.0108', 'sentence_id': 30, 'h': {'id': 'Q81131', 'pos': [4, 6]}, 't': {'id': 'Q73362', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011212.0287', 'sentence_id': 41, 'h': {'id': 'Q73362', 'pos': [1, 3]}, 't': {'id': 'Q81131', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011212.0287', 'sentence_id': 41, 'h': {'id': 'Q81131', 'pos': [9, 11]}, 't': {'id': 'Q73362', 'pos': [1, 3]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011214.0171', 'sentence_id': 1, 'h': {'id': 'Q73362', 'pos': [0, 2]}, 't': {'id': 'Q81131', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011214.0171', 'sentence_id': 1, 'h': {'id': 'Q81131', 'pos': [15, 17]}, 't': {'id': 'Q73362', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011214.0172', 'sentence_id': 1, 'h': {'id': 'Q73362', 'pos': [0, 2]}, 't': {'id': 'Q81131', 'pos': [15, 17]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20011214.0172', 'sentence_id': 1, 'h': {'id': 'Q81131', 'pos': [15, 17]}, 't': {'id': 'Q73362', 'pos': [0, 2]}, 'relation': 'P26@start'}
{'doc_id': 'XIN_ENG_20001207.0043', 'sentence_id': 1, 'h': {'id': 'Q1744', 'pos': [2, 3]}, 't': {'id': 'Q192990', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'APW_ENG_19980416.1629', 'sentence_id': 24, 'h': {'id': 'Q125017', 'pos': [7, 9]}, 't': {'id': 'Q484615', 'pos': [4, 6]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20020301.0281', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [9, 11]}, 't': {'id': 'Q10264401', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20020301.0281', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [12, 14]}, 't': {'id': 'Q14441', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20020301.0282', 'sentence_id': 1, 'h': {'id': 'Q14441', 'pos': [9, 11]}, 't': {'id': 'Q10264401', 'pos': [12, 14]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20020301.0282', 'sentence_id': 1, 'h': {'id': 'Q10264401', 'pos': [12, 14]}, 't': {'id': 'Q14441', 'pos': [9, 11]}, 'relation': 'P26@start'}
{'doc_id': 'NYT_ENG_20020501.0084', 'sentence_id': 55, 'h': {'id': 'Q76717', 'pos': [6, 8]}, 't': {'id': 'Q2593', 'pos': [15, 17]}, 'relation': 'P26@start'}
