{'doc_id': 'APW_ENG_20011201.0081', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [18, 21]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011203.1434', 'sentence_id': 18, 'h': {'id': 'Q148', 'pos': [26, 27]}, 't': {'id': 'Q7825', 'pos': [11, 14]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011204.0319', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [4, 5]}, 't': {'id': 'Q7825', 'pos': [6, 10]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011207.0179', 'sentence_id': 17, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011207.0179', 'sentence_id': 17, 'h': {'id': 'Q148', 'pos': [1, 2]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011211.0050', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [9, 10]}, 't': {'id': 'Q7825', 'pos': [17, 21]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011211.0240', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [12, 13]}, 't': {'id': 'Q7825', 'pos': [15, 19]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011212.0158', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [6, 7]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.0010', 'sentence_id': 4, 'h': {'id': 'Q148', 'pos': [25, 26]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.0010', 'sentence_id': 4, 'h': {'id': 'Q148', 'pos': [25, 26]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.0302', 'sentence_id': 1, 'h': {'id': 'Q148', 'pos': [8, 9]}, 't': {'id': 'Q7825', 'pos': [4, 8]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.0914', 'sentence_id': 21, 'h': {'id': 'Q148', 'pos': [7, 8]}, 't': {'id': 'Q7825', 'pos': [10, 14]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.0923', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [15, 16]}, 't': {'id': 'Q7825', 'pos': [18, 22]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011213.1760', 'sentence_id': 4, 'h': {'id': 'Q148', 'pos': [31, 32]}, 't': {'id': 'Q7825', 'pos': [34, 38]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.0258', 'sentence_id': 39, 'h': {'id': 'Q148', 'pos': [5, 6]}, 't': {'id': 'Q7825', 'pos': [7, 11]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.1367', 'sentence_id': 39, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [3, 7]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.1368', 'sentence_id': 2, 'h': {'id': 'Q148', 'pos': [25, 26]}, 't': {'id': 'Q7825', 'pos': [41, 45]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.1378', 'sentence_id': 16, 'h': {'id': 'Q148', 'pos': [0, 1]}, 't': {'id': 'Q7825', 'pos': [20, 24]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.1383', 'sentence_id': 15, 'h': {'id': 'Q148', 'pos': [46, 47]}, 't': {'id': 'Q7825', 'pos': [38, 42]}, 'relation': 'P463@start'}
{'doc_id': 'APW_ENG_20011217.1383', 'sentence_id': 17, 'h': {'id': 'Q148', 'pos': [31, 32]}, 't': {'id': 'Q7825', 'pos': [19, 23]}, 'relation': 'P463@start'}
